value_sequence,finalLabel
-0.018158 -0.018768 -0.015869 -0.016785 -0.016174 -0.014496 -0.004883 -0.001984,0
-0.443726 -0.626678 -0.685883 -0.563354 -0.334778 -0.136108 -0.040436 -0.012207 -0.001831 -0.005341 0.002899 0.006409 0.003357 0.00412 0.009308 0.008087 0.003204 0.004883 0.010834 0.005951 0.004578 0.001373 -0.009003 -0.011444 -0.013885 -0.011292 -0.010071 -0.002747 0.000153 -0.00473 -0.007629 -0.011139 -0.00412 0.007629 0.026245 0.043488 0.050049 0.030365 -0.015106 -0.058746 -0.075836 -0.067139 -0.046082 -0.031738 -0.02243 -0.00824 -0.004272 -0.00412 -0.003967 -0.002899 -0.009766 -0.007477 -0.014343 -0.013733 -0.014343 -0.011292 -0.010071 0.000763 0.002594 -0.004425 -0.013733 -0.019836 -0.016174 -0.024719 -0.03006 -0.032654 -0.030365 -0.028839 -0.023346 -0.014954 -0.004272 0.008087 0.013123 0.006409 -0.005341 -0.00885 -0.012512 -0.013123 -0.010529 -0.017548 -0.021057 -0.015411,0
0.027924 0.226288 0.713806 1.309662 1.427307 1.39801 0.838318 -0.03891 -0.891266 -1.426086 -1.440582 -1.29425 -0.797424 -0.353546 -0.140991 -0.072632 -0.050049 -0.042114 -0.035553 -0.025787 -0.018921 -0.012512 -0.012207 -0.005951,1
-0.007782 -0.011749 -0.013885 -0.016632 -0.026398 -0.028534 -0.027618 -0.021667 -0.021362 -0.011292 0.001373 0.020447 0.016632 0.015106 -0.005798 -0.023193 -0.036469 -0.040588 -0.023804,0
0.0,0
-0.021667,0
0.007935 0.007477 0.014191 0.016022 0.02243 0.02121 0.019836 0.018463 0.018616 0.023804 0.019531 0.027161,0
0.025024 0.02533 0.033569 0.050964 0.149841 0.423126 0.766602 0.900421 0.787964 0.360107 -0.168915 -0.652161 -0.836487 -0.777893 -0.500793 -0.223694 -0.061798 -0.006714,1
0.009155 0.018311 0.016479 0.015564 0.018616 0.029602 0.034637 0.0354 0.035706 0.038147 0.046234 0.049591 0.054321 0.059357 0.040131 0.011749 -0.007324 -0.024414 -0.028992 -0.030975 -0.012207 0.010071 0.009308 0.010223 0.002136 0.001373 0.003815 0.008545 0.008392 0.014038 0.013733 0.016022 0.016479,0
0.0,0
0.0,0
1e-05 0.110016 0.410309 0.875244 1.329498 1.66626 1.509552 0.767822 -0.237885 -1.139526 -1.85791 -1.771545 -1.27121 -0.657806 -0.236664 -0.037537,1
0.035553 0.048981 0.045166 0.026093 0.007324,0
0.0,0
1e-05 0.666809 1.25412 1.258392 0.820618 0.13855 -0.584717 -1.152802 -1.441345 -1.204834 -0.574951 -0.20462 -0.04837 0.0,1
0.012512 0.0177 0.017242 0.017853 0.02594 0.041199 0.04776 0.042877 0.038757 0.032806 0.010071 0.001068 0.000305 0.0 -0.00412,0
0.00351 0.01297 0.027161 0.063324 0.231171 0.730286 1.369934 1.703339 1.417236 0.214539 -1.028595 -1.719055 -1.697693 -1.219788 -0.512238 -0.13382,1
0.024109 0.07431 0.092773 0.077057 0.028992 -0.023804 -0.047913 -0.052948 -0.052338 -0.030975 -0.000458 0.009308 0.013428 0.019684 0.021667 0.036926 0.084534 0.126648 0.126801 0.084534 0.028076 -0.031281 -0.064697 -0.063171 -0.029297 -0.007629 0.007935 0.015869 0.015869 0.01297 0.007629 -0.001526 -0.001984 -0.007935 -0.003662 0.019073 0.06012 0.096741 0.098877 0.068817 0.025482 -0.019226 -0.059662 -0.077667 -0.082855 -0.056763 -0.007019,0
0.108032 0.418243 0.892334 1.18866 1.141357 0.68924 0.002136 -0.630188 -1.078339 -1.114349 -0.614319 -0.165558 -0.033417,1
-0.14389 -0.295258 -0.346375 -0.296478 -0.16983 -0.062408 -0.015259 -0.006714 -0.007935 -0.009308 -0.005493 -0.003815 0.000153 0.001678 0.012207 0.013733 0.014038 0.014191 0.009918 0.011139 0.010529 0.009918 0.006561 0.005035 -0.000763 0.001221 -0.003815,0
0.015259 0.158691 0.559082 1.373138 1.764221 1.800232 1.343536 0.183258 -1.007233 -1.828156 -1.885834 -1.687469 -1.184845 -0.371246 -0.102386 -0.023193 -0.001373 -1e-05,1
0.0,0
1e-05 0.002136 0.050812 0.230865 0.695496 1.16272 1.302795 1.337433 0.647736 -0.33844 -1.139832 -1.338959 -1.373901 -1.196136 -0.466614 -0.157471 -0.034332,1
0.001831 0.008545 0.011139 0.012054 0.009918 0.011749,0
0.005951 0.009918 0.014954 0.023499 0.028839 0.046692 0.139313 0.422058 0.82077 1.064453 0.981903 0.465393 -0.230103 -0.834656 -1.099548 -1.006317 -0.610962 -0.254822 -0.072174 -0.005798,1
0.015106 0.024567 0.019226 0.018616 0.01297 0.0177 0.017395 0.021667 0.021515 0.025177 0.026093 0.02243 0.013885 0.014343 0.00824 0.01236 0.011597 0.015259 0.019226 0.013885 0.012207 0.013123 0.012512 0.019684 0.018158,0
0.014343 0.017242 0.02533 0.068207 0.202484 0.446014 0.593414 0.568848 0.258636 -0.182343 -0.507507 -0.58609 -0.495911 -0.281219 -0.109253 -0.034637 -0.006256 -0.002136 -0.001221,1
0.001068 0.005646 0.007935 0.01297 0.015717 0.014191 0.019684 0.011444 0.012665 0.006866 0.002289 0.005646 -0.004883 -0.00824 -0.006104 -0.006714 -0.002136 0.007477 0.012665 0.012207 0.006866 0.001831 -0.005341,0
0.03006 0.197449 0.566864 0.81955 0.858002 0.804138 0.240479 -0.446167 -0.783539 -0.893707 -0.912628 -0.556946 -0.240784 -0.076752 -0.022736 -0.004578,1
-0.005951 -0.002899 -0.005951 -0.00412 -0.002441 -0.00351 -0.010681 -0.016327 -0.012817 -0.011139 -0.015869 -0.011597 -0.01236 -0.005951 -0.011597 -0.009003 0.033722 0.101013 0.119476 0.08667 0.033264 -0.013275 -0.04364 -0.046234 -0.040283 -0.031433 -0.037079 -0.019531,0
-0.012054 -0.008087 -0.012665 -0.003052,0
-0.342102 -0.480804 -0.504761 -0.364532 -0.179138 -0.063019 -0.022125 -0.009766 -0.00351 0.003662 0.000305 0.00824 0.009003 0.009003 0.011444 0.032043 0.038757 0.039978 0.031891 0.020294 0.010529 0.000153 -0.000916 -0.008087 -0.013733 -0.010071 -0.002441 -0.001831,0
0.004425 0.039673 0.194244 0.575867 0.980988 1.116333 1.052246 0.653534 0.087433 -0.489655 -0.832062 -0.985718 -0.903625 -0.668488 -0.474701 -0.291748 -0.126495 -0.027771,1
0.002747 0.002899 -0.004425 -0.021362 -0.031128 -0.031128 -0.029144 -0.025787 -0.022736 -0.013428 -0.000763 0.00946 0.010376 0.012054 0.016174 0.008545 0.00885 0.00824 0.008698 0.013275 0.023956 0.054169 0.077057 0.100861 0.106659 0.087891 0.049438 -0.004578 -0.048828 -0.078888 -0.08606 -0.083923 -0.066681 -0.045624 -0.030365 -0.011444 0.002747 0.041351,0
-0.115051 -0.019226 0.014191 0.013733 0.012665 0.013275 0.019226 0.019684 0.03479 0.053864 0.070496 0.053406 0.024261 0.001678 -0.00885 -0.006256 -0.003357,0
0.002747 0.003052 0.007019 0.006104 0.00885 0.009155 0.008392 0.009003 0.019836 0.028076 0.032959 0.02533 0.028076 0.029907 0.042419 0.059662 0.064087 0.047913 0.006866 -0.038605 -0.05127,0
0.0,0
0.044708 0.095978 -0.015259 -0.243073 -0.464783 -0.583954 -0.533295 -0.309753 -0.109253 -0.025635 -0.014038 -0.019531 -0.01709 -0.007782 0.007172 0.013428,0
0.026855 0.033417 0.011444 -0.019836 -0.038452 -0.042877 -0.0383 -0.018311 -0.010681,0
-0.011902 -0.015106 -0.014648 -0.007782 -0.006714 -0.005188 0.006409 0.021057 0.049133 0.084229 0.114899,0
0.049591 0.054932 -0.010071 -0.074463 -0.100555 -0.089722 -0.050201 -0.014038 -0.009308 -0.002441 -0.002747 -0.005646 -0.011292 -0.013123 -0.006561 0.000916 0.007935 0.006866,0
0.004578 0.020294 0.112457 0.360413 0.637665 0.675812 0.605927 0.230408 -0.271454 -0.549927 -0.6633 -0.565796 -0.016785 -1e-05,1
0.0,0
0.000916 0.004883,0
0.002747 0.007782 0.008087 0.029907 0.270996 1.022949 2.116394 2.458344 2.462006 1.19278 -0.712128 -2.22168 -2.606506 -2.527466 -1.550903 -0.636597 -0.184937 -0.045929 -0.009613 -0.001068,1
0.001831 0.009155 0.00946 0.010681 0.00885 0.011749 0.009766 0.00885 0.003662 0.002899 0.001068 -0.001221 -0.005798 -0.002899 0.003357,0
0.0,0
0.002899 0.010834 0.0 -0.01236 -0.031281 -0.030518 -0.020447 -0.001068,0
0.005951 0.024872 0.025177 0.034027 0.027161 0.019073 0.018158 0.040741 0.059967 0.08728 0.112305,0
0.010986 0.009308 0.006104 0.001831 -0.003967 -0.011444 -0.018158 -0.022736 -0.016327 -0.012207,0
0.006561 0.147095 0.575562 1.061707 1.269226 0.969391 0.026398 -0.8992 -1.186066 -1.229248 -0.749664 -0.281982 -0.084839 -0.027618 -0.014038 -0.007172,1
0.002289 0.00351 0.006256 0.003357 0.006714,0
0.0,0
0.011292 0.019684 0.015717 0.01236 0.009155 0.012512 0.014496 0.017395 0.019836 0.014801 0.00473,0
-0.000916 -0.002899,0
0.00061 0.00473 0.015411 0.028839 0.042725 0.054016 0.091705 0.219879 0.557861 1.114502 1.291962 1.06842 0.710449 0.22995 -0.267639 -0.722351 -1.107483 -1.353455 -1.21109 -0.716705 -0.294037 -0.051422 -1e-05,1
0.0,0
-0.001984 0.002747 0.002441 0.014038 0.014648 0.012054 0.00885 0.014343 0.019073 0.026093 0.021973 0.013733 0.007629 0.003967 0.001831 -0.001373 -0.00885 -0.013885 -0.027313 -0.053711 -0.056305 -0.039062 -0.035706 -0.032196 -0.025024 -0.015717 -0.010223 -0.014496 -0.009613 -0.00473 -0.000916 0.007782 0.015106 0.013275 0.010071 0.009918 0.005798 -0.001221 -0.005493 -0.011139 -0.014343 -0.01297 -0.015411 -0.00412,0
0.0,0
-0.009613 -0.01236 -0.019531 -0.01358 -0.009613 0.006409 0.083008 0.316467 0.664215 0.925293,0
-0.949249 -0.649567,0
0.0,0
0.0,0
0.010986 0.043335 0.049438 0.050354 0.057831 0.059204 0.063477 0.06424 0.064545 0.055237 0.054321 0.052338 0.056915 0.050507 0.054321 0.05127 0.049133 0.050201,0
0.0,0
0.000305 0.027008 0.032043 0.033875 0.034027 0.035858 0.041046 0.039978 0.031586 0.022125 0.027313 0.021057 0.022888 0.02533 0.030518 0.033417 0.032806 0.036621 0.040283 0.040436 0.032501 0.028687 0.018005 0.008545 0.00412 0.013885 0.015259,0
0.014038 0.021973 0.100708 0.35553 0.887146 1.369934 1.261902 0.931244 0.475159 -0.041046 -0.546417 -0.952911 -1.183167 -1.482697 -1.195068 -0.462646 -0.121307,1
0.02655 0.061646 0.053406 0.024414 0.002136 -0.013428 -0.034027 -0.033875 -0.00824 0.020752 0.028839 0.027771 0.027161 0.022736 0.020294 0.017395 0.019073 0.026855 0.038452 0.063019 0.07782 0.072632 0.055237 0.013123 -0.024109 -0.024719 -0.022888 0.00473 0.02121 0.022583 0.017548 0.016174 0.015717 0.020905 0.025635 0.027618 0.028381 0.017548 0.011902 0.013885 0.009308 0.010376 0.011292 0.019684 0.023956 0.02533 0.021057 0.024109 0.03418 0.048828 0.069122 0.069885 0.045929 0.005493 -0.025635 -0.03891 -0.036316 -0.020905 -0.004883 0.005188 0.007935 0.00824 0.005341 0.010834 0.006409 -0.000458 -0.001678 0.003204 0.011139 0.005035 0.013885 0.013428 0.009613 0.008545 0.011444 0.015106 0.0177 0.02655 0.03952 0.04425 0.040588 0.027618 0.016022 0.008698 -0.005493 -0.021362 -0.009766,0
0.007935 0.009766 0.001984 -0.014343 -0.024872 -0.032806 -0.028076 -0.020905 -0.010834 0.000916 0.003357 0.009003 0.007324 0.008545 0.016632 0.031586 0.04303 0.044861 0.037689 0.016022 -0.010071 -0.024261 -0.032654 -0.021973 -0.00946,0
0.000305 0.014954 0.04364 0.159912 0.485229 1.000214 1.780396 2.737427 3.3255 4.2453 4.999847 4.999847 2.882996 -0.208588 -4.108887 -5.0 -5.0 -5.0 -4.315186 -1.998596 -0.656281 -0.152435 -0.003204,1
0.040131 0.043945 0.050964 0.050964,0
0.045776 0.053406 0.142517 0.643311 2.012329 3.875122 4.544525 4.77829 3.1633 0.263062 -2.744904 -4.1539 -5.0 -4.524994 -2.978668 -1.649933 -0.75119 -0.2388 -0.024109,1
0.055542 0.077667 0.085449 0.084534 0.07782 0.074768 0.062866 0.066681 0.066986 0.06897 0.075226 0.070953 0.067749 0.077972 0.103149 0.116272 0.103607 0.088196 0.06897 0.047913 0.023193 0.012512 0.009918 0.014496 0.039215 0.056305 0.056458 0.055695 0.055847 0.065765 0.070953 0.077667 0.072174 0.061798 0.043793 0.042725 0.038757 0.04425 0.04837 0.046387 0.055237 0.07019 0.097351 0.116882 0.134277 0.118103 0.097046 0.068512 0.016174 -0.020599 -0.018768 -0.004272,0
0.007324 0.032654 0.037231 0.04364 0.042572 0.036774 0.032959 0.025482 0.03006 0.081787 0.198059 0.371094 0.411987,0
0.0,0
0.0,0
0.010376 0.020294 0.025177 0.03006,0
0.033875 0.060883 0.070343 0.061493 0.054321 0.045624 0.038147 0.045776 0.041504 0.028076 0.020599 0.004578 -0.004578 -0.013885 -0.014191 -0.010834,0
0.01236 0.031586 0.047607 0.05249 0.05722 0.163879 0.511932 1.020508 1.299286 1.180878 0.607452 -0.151978 -0.874023 -1.183319 -1.234894 -0.860291 -0.386353 -0.13031 -0.030518,1
0.014038 0.030823 0.034943 0.022736,0
0.014343 0.051575 0.250397 0.740967 1.112823 1.202545 1.125488 0.332184 -0.588989 -1.044617 -1.187592 -1.213074 -0.683746 -0.28244 -0.084534 -0.014038,1
0.008392 0.017395 0.028534 0.029755 0.035858 0.036469 0.028992 0.018768 0.019531 0.022736 0.014648 0.021515 0.025787 0.03067 0.027161 0.031586 0.027466 0.026245 0.018921 0.018921 0.009613 0.006104 -0.001373 -0.00061 0.002441 0.027161 0.131531 0.319214 0.530243 0.794373 1.301727 1.665649 1.549988 1.085358 0.020447 -1.107483 -2.16095,0
0.087585 0.057373 -0.011292 -0.053406 -0.059509 -0.038452 -0.007019,0
0.0,0
0.00946 0.019836 0.02533 0.026245 0.027313 0.029602 0.031128 0.025787 0.017395 0.016785 0.012054 0.0177,0
0.014191 0.02243 0.027466 0.032196 0.055084 0.229187 0.985413 2.468109 3.462067 3.319397 1.469269 -1.008911 -3.138123 -3.572235 -2.935486 -1.626892 -0.608673 -0.17395 -0.039215 -0.000305 -1e-05,1
0.0,0
1e-05 0.016785 0.022888 0.02594 0.029602 0.033112 0.039215 0.045929 0.064087 0.073547 0.078583 0.128784 0.366821 0.907898 1.410828 1.722717 1.862183 1.703644 1.291656 0.652771 -0.214386 -1.141663 -2.114563 -2.43103 -2.323456 -1.830292 -1.209717 -0.384979 -0.090637,1
0.014954 0.039825 0.045624 0.044861 0.047302 0.047455 0.061951 0.063782 0.05722 0.044098 0.042877 0.046387 0.059814 0.068512 0.06897 0.066223 0.052643 0.035858 0.020142 0.00946 0.004425 0.00885 0.015869 0.023651 0.035095 0.037537 0.043945 0.041809 0.042267 0.039215 0.039368 0.037994 0.035858 0.031281 0.040436 0.045166 0.049438 0.048981 0.055847 0.055847 0.05249 0.042572 0.030975 0.022278 0.018921 0.005798 0.004578 0.005188 0.014343 0.015106 0.024567 0.031586 0.0354 0.036774 0.036621 0.037994 0.036011 0.039368 0.041504 0.041046 0.038605 0.037384 0.050812 0.066833 0.076599 0.074463 0.032654 -0.029297 -0.057068 -0.001831,0
0.0,0
-0.020905 -0.024414 -0.032654 -0.008545,0
0.001831 0.017395 0.027618,0
0.025177 0.027771 0.030975 0.040741 0.159454 0.590363 1.499023 2.148743 2.490997 2.103271 0.789948 -0.815887 -2.200317 -2.63382 -2.477722 -1.571198 -0.68512 -0.196533 -0.032043,1
0.018005 0.030975 0.03418 0.033569 0.033264 0.033569 0.03006 0.026245 0.020142 0.015106 0.016022 0.013428 0.018158 0.015411 0.02121 0.018311 0.02533 0.027924 0.029907 0.025482 0.022736 0.034637 0.032959 0.035095 0.02594 0.01297 0.00824 0.002594 0.008087 0.015869 0.018616 0.024567 0.028992 0.036774 0.035248 0.021515 0.00946 -0.007782 -0.016632 -0.009003 -0.003967,0
0.0,0
0.005493 0.003815 -0.007019 -0.032501 -0.034637 -0.012665 0.000763 0.004578 0.00824 0.010529 0.016327 0.016937 0.0177 0.018005 0.012512 0.014038 0.020752 0.022888,0
0.019531 0.024872 0.04715 0.119019 0.357056 0.76828 1.048431 0.996399 0.55542 -0.107117 -0.740204 -1.080627 -1.025543 -0.619507 -0.168915 -1e-05,1
0.0,0
0.016327 0.018158 0.026398 0.026245 0.022125 0.021667 0.021362 0.023651 0.025024 0.028839 0.032959 0.040131 0.051727 0.054474 0.045166 0.036469 0.022736 0.009155 0.008087 0.0177 0.032501 0.039978 0.044403 0.03418 0.029297 0.023804 0.016785 0.019989 0.025024 0.039215 0.041046 0.028534 0.010071 0.000458 -0.002594 -0.005951 -0.006409 -0.002136,0
0.000916 0.003662 0.01297 0.042267 0.19455 0.534821 0.846252 0.845642 0.710449 0.236053 -0.361176 -0.713196 -0.865631 -0.889587 -0.512848 -0.197754 -0.016479 -1e-05,1
0.0,0
0.0,0
0.0,0
0.010071 0.025635 0.025024 0.027161 0.023041 0.027771 0.027008 0.027161 0.029602 0.027618 0.026245 0.031738 0.055695 0.094604 0.121002 0.124817 0.095062 0.048065 0.019226 -0.032349 -0.067902 -0.064087,0
0.002747 0.014191 0.022278 0.024872 0.02594 0.02594 0.020752 0.015717 0.014496 0.013733 0.01358 0.017853 0.019073,0
0.012665 0.016937 0.018005 0.041504 0.214539 0.668488 1.385345 1.708984 1.998596 1.513062 0.255585 -0.968018 -1.521606 -1.77597 -1.576996 -1.193542 -0.631714 -0.381317 -0.14267,1
0.007477 0.017548 -0.048523 -0.104065 -0.121613 -0.099335 -0.046692 -0.005341 0.007324 0.013428 0.017395 0.028839 0.035706 0.028687 0.020599 0.018921 0.023499 0.020905 0.022278 0.028229 0.031433 0.028687 0.014954,0
0.461121 -0.009308 -0.498657 -0.769196 -0.76889 -0.51712 -0.175171,0
0.0,0
0.029297 0.032196 0.025177 0.023499 0.024567 0.021515 0.025787 0.031281 0.039673 0.039215 0.045319 0.040283,0
0.0,0
0.0,0
0.029449 0.040894 0.047455 0.062103 0.07019 0.069733 0.057068 0.041046 0.022583,0
0.021057 0.028687 0.081635 0.271912 0.603027 0.863495 0.856628 0.500488 -0.062561 -0.592041 -0.846405 -0.815582 -0.513458 -0.198517 -0.041504,1
0.0177 0.030518 0.039673 0.042114 0.044556 0.042725 0.044098 0.036011 0.041504 0.039825 0.039062 0.047607 0.045776 0.041046 0.037689 0.039368 0.049438 0.058441,0
0.056458 0.064087 0.12558 0.361328 0.829926 1.255951 1.359558 1.047668 0.378723 -0.364075 -1.028595 -1.341705 -1.253204 -0.875702 -0.413055 -0.135193 -0.027466,1
0.00946 0.020447 0.027313 0.029907 0.039062,0
-0.640411 -0.67749 -0.675049 -0.394135 -0.144348 -0.014954 0.022125 0.023499 0.024719 0.025787 0.028687 0.028076 0.032501 0.032501 0.03952 0.050659 0.051422 0.048218 0.05188 0.05722 0.056763 0.049286 0.03067 0.024567 0.017395 0.017853 0.022736 0.040131 0.045624 0.054321 0.059052 0.06485 0.061646 0.039673 0.030365 0.022736 0.021515,0
0.0,0
1e-05 0.001678 0.102997 0.35202 0.869751 1.290436 1.64444 2.027283 1.627502 0.980377 0.227814 -0.856323 -2.15332 -2.320404 -1.915741 -1.586151 -1.137695 -0.372009 -0.096588 0.0,1
0.031738 0.050812 0.05249 0.067291 0.057983 0.045624 0.02121 0.00473 0.007477 0.042725 0.106812 0.15976 0.173035 0.127716 0.050964 -0.035248 -0.088043 -0.099792 -0.074768 -0.020447 0.0177 0.023651 0.032501 0.031433 0.023193 0.016937 0.018158 0.019684 0.026245 0.036926 0.036621 0.036469 0.029602 0.023651,0
0.022125 0.027466 0.038757 0.132599 0.41687 0.88562 1.000824 0.961304 0.62561 -0.124359 -0.720215 -0.95932 -1.076508 -0.847778 -0.384674 -0.115509 -0.007172,1
0.027924 0.050507 0.057068 0.052643 0.047302 0.030518 0.010986 0.001221,0
0.000916 0.006561 0.023346 0.033112 0.041809 0.062408 0.158081 0.402679 0.79483 1.062012 1.038208 0.67215 0.11322 -0.466003 -0.914001 -1.053772 -0.911102 -0.554199 -0.250244 -0.069427 -0.00061 -1e-05,1
0.0,0
0.026093 0.03952 0.043335 0.050812 0.045166 0.046082 0.045929 0.043335 0.045471 0.048218 0.051117 0.061951 0.070496 0.09613 0.12146 0.100861 0.030518 -0.045471 -0.098724 -0.082855,0
0.0,0
0.01236 0.036469 0.044556 0.048065 0.048981 0.042725 0.043793 0.046082 0.050659 0.04364 0.039978 0.041199 0.040894 0.03418 0.032196 0.032806 0.029297 0.035095 0.041962 0.036011 0.034332 0.028839,0
0.015106 0.027008 0.038452 0.037231 0.0354 0.03891 0.030975 0.032501 0.034027 0.038757 0.039978 0.032349 0.022278 0.016785 0.008392 0.010986 0.018921 0.02533 0.032043 0.037384 0.037384 0.031738 0.028229 0.026245 0.01709 0.012207 0.010223 0.011444 0.014038 0.016479 0.018463 0.018768 0.023041 0.022736 0.024109,0
-0.337067 -0.689545 -0.972443 -0.992126 -0.63736,0
-1.132507 -1.223145 -1.078339 -0.465698 -0.128174 0.018616 0.063171 0.070496 0.079346,0
0.075684 0.081024 0.082397 0.093231 0.119324 0.216064 0.483093 0.998077 1.292114 1.305542 1.124725 0.500793 -0.194855 -0.866699 -1.154022 -1.101685 -0.939331 -0.527344 -0.234375 -0.104675 -0.050964 -0.017395,1
0.014801 0.053864 0.083008 0.094147 0.09613 0.103455 0.16098 0.365143 0.644684 0.813751 0.785217 0.532379 0.22171,0
0.003357 0.193024 0.561371,0
0.022888 0.021515 0.015411 0.007629 -0.000305 -0.002289 -0.013123 -0.014954 -0.016785 -0.012817 -0.002136 0.000458,0
0.000305 0.003357 0.015564 0.150757 0.519562 1.034851 1.223755 1.34201 0.845947 -0.189972 -1.075439 -1.308441 -1.309204 -1.193542 -0.478821 -0.139008,1
0.000153 0.022125 0.012512 -0.003357,0
0.0,0
0.003967 0.021057 0.027618 0.028229 0.025635 0.007629 -0.003052 -0.005188 -0.006256 -0.001068 0.003815,0
0.001984 0.005951 -0.001526 -0.00885 -0.02533 -0.031128 -0.023346 -0.019073 -0.01709 -0.024109 -0.018463 -0.011749 -0.007782 -0.001831 -0.00351 -0.009613 -0.010834 -0.003204 -0.002899 0.002441 0.00946 -0.003052 -0.019073 -0.037231 -0.035248 -0.032806 -0.022888 -0.014191 -0.009766 -0.005951 -0.008392 -0.001984 0.036011 0.072632 0.08728 0.045166 -0.027313 -0.085297 -0.097504 -0.072174 -0.027161 -0.002441 0.003357 -0.002136 -0.007935 -0.013733 -0.011749 -0.010834 -0.010223 -0.001221,0
0.0,0
0.0,0
0.0,0
0.006866 0.007782 0.005341 0.005646 0.010071 0.012512 0.012207 0.005493 0.007782 0.00885,0
-0.004425 -0.003967 -0.002289 0.000916 -0.001831,0
0.004578 0.054169 0.086365 0.098877 0.059967 -0.018463 -0.091095 -0.112305 -0.026093,0
0.0,0
0.007629 0.001984 0.0 -0.005646,0
0.0,0
0.0,0
0.0,0
0.0,0
0.001526 0.002441 0.001831 0.00351 0.007477 0.01236 0.006561 0.009766 0.007935 0.014648 0.019989 0.016327 0.027924 0.041656 0.047302 0.029449 0.004883 -0.020599 -0.024261 -0.019073 -0.006256 -0.002594 0.014801 0.030823 0.037842 0.056152 0.051575 0.025177 -0.008392 -0.039215 -0.062408 -0.066833 -0.055237 -0.039368 -0.014038,0
0.009308 0.068054 0.233307 0.537109 0.712433 0.622711 0.429382 0.118713 -0.223083 -0.488434 -0.679016 -0.776215 -0.519104 -0.245514 -0.075684 -0.011597,1
0.001831 0.010681 0.010071 0.011139 0.014191 0.014343 0.005798 -0.003052 -0.009613 -0.006714 -0.01236 -0.014954 -0.013123 -0.007324 -0.011292 -0.008392 -0.006866 -0.001221 0.004883 0.007629 0.005188 -0.000153,0
0.005188 0.012665 0.121307 0.413818 0.911102 1.126251 1.252747 0.897217 0.019379 -0.852814 -1.176147 -1.186218 -1.18988 -0.553894 -0.216675 -0.063629 -0.026855 -0.019989 -0.013123 -0.010223 -0.006561 -0.000305 -1e-05,1
0.0,0
0.0,0
0.0,0
0.0,0
1e-05 0.000763 0.010529 0.095673 0.333405 0.679321 0.895386 0.835114 0.388489 -0.194855 -0.656738 -0.878906 -0.808563 -0.487366 -0.236359 -0.116882 -0.067596 -0.048523 -0.039673 -0.030823 -0.01236 -0.004272 -0.003967 -0.001221,1
-0.001984 -0.006256 -0.004272,0
-0.370789,0
0.092926 0.090637 0.091705 0.083618 0.085754 0.085449 0.09613 0.101929 0.104065 0.108643 0.111389 0.109711 0.111847 0.102692 0.09201 0.078125 0.083618 0.083771 0.097809 0.088501 0.066681 0.042877 0.045166 0.056152 0.068359 0.082397 0.088959 0.075836 0.075073 0.078888 0.094757 0.113678 0.111847 0.094147 0.06485 0.054474 0.055695 0.069733 0.082703 0.093231 0.079956 0.079956,0
0.0,0
1e-05 0.046234 0.096893 0.266571 0.735779 1.255188 1.422577 1.463318 0.683899 -0.687103 -1.456604 -1.568298 -1.544952 -1.203461 -0.391235 -0.04364,1
0.069275 0.102081 0.102539 0.108032 0.10849 0.111389 0.108337 0.100708 0.099182 0.093384 0.093231 0.088043 0.089722 0.097961 0.10437 0.123901 0.139771 0.161591 0.186157 0.182648 0.149536 0.078735 0.005646 -0.018616 -0.002289 0.039215 0.081177 0.096283 0.101318,0
0.021362 0.069122 0.091095 0.092163 0.096436 0.093842 0.098877 0.093994 0.092468 0.099335 0.097809 0.101929 0.097961 0.097198 0.110931 0.123901 0.125885 0.119629 0.110016 0.096588 0.085144 0.077515 0.074615 0.076752 0.071716 0.076294 0.078888 0.083008 0.083313 0.090179 0.085449 0.091858 0.089569 0.090942 0.089111 0.092621 0.093384 0.093384 0.101166 0.114441 0.116425 0.118561 0.129395 0.135803 0.142212 0.136719 0.112 0.069733,0
0.007782 0.045624 0.076141 0.086212 0.09201 0.097504 0.096283 0.097961 0.090485 0.093384 0.090332 0.089569 0.086975 0.090942 0.093689 0.097809 0.098877 0.102234 0.098724 0.097198 0.087433 0.085144 0.083923 0.074921 0.078125 0.078125 0.079498 0.085297 0.082397 0.085449 0.084534 0.084229 0.091553 0.09552 0.087128 0.08606 0.082245 0.08194 0.082855 0.086517 0.088043 0.078278,0
0.008087 0.057678 0.078735 0.082703 0.083313 0.089874 0.089264 0.089417 0.084534 0.065918 0.060425 0.062561 0.071716 0.081329 0.089264 0.100403 0.112152 0.115051 0.105438 0.094147 0.071564 0.055847 0.050812 0.058289 0.062866 0.075073 0.07843 0.078278 0.069275 0.056 0.050354 0.058746 0.067596 0.077667 0.069275 0.067291 0.065918 0.070038 0.068817 0.068817 0.075378 0.080872 0.080414 0.081787 0.087891 0.086212 0.102692 0.138092 0.174713 0.187988 0.137482 0.047607 -0.007477 -0.006714,0
0.044098 0.129547 0.309753 0.693359 0.995331 1.062927 1.041565 0.396729 -0.517273 -0.915833 -0.981903 -0.922089 -0.473633 -0.132141 -1e-05,1
0.0,0
1e-05 0.020294 0.06012 0.075836 0.096283 0.207672 0.50705 1.157837 1.606445 1.610718 1.54892 0.878296 -0.053558 -1.035309 -1.516418 -1.506958 -1.446838 -1.148376 -0.37323 -0.025482,1
