value_sequence,finalLabel
0.06546 0.088196 0.086975 0.057068 0.016327 -0.03418 -0.090637 -0.134125 -0.170746 -0.206909 -0.173492 -0.113525 -0.057831 -0.023651 -0.006409 0.00473 0.005493 -0.001831 -0.015717 -0.021667 -0.023804 -0.018768 -0.009613 -0.001678 0.002136 -0.001221 0.001221 0.000763 0.003052 -0.000763 -0.001984 -0.005798 -0.009766 -0.014343 -0.020447 -0.021667 -0.021515 -0.017853 -0.017395 -0.010681 -0.005188 0.001831 0.00412 0.006714 0.003052 -0.008087 -0.012207 -0.012512 -0.016785 -0.015717 -0.006409 -0.003815 -0.003662 -0.009155 -0.015717 -0.022736 -0.018311 -0.001984,0
-0.009003 -0.008545 -0.010376 -0.009613 -0.015564 -0.012207 -0.009003 -0.009003 -0.007324 -0.008392 -0.001678,0
0.013428 0.018158 0.014343 0.001984 -0.013885 -0.030365 -0.034943 -0.036163 -0.031586 -0.023651 -0.025482 -0.021667 -0.019226 -0.023193 -0.027618 -0.024109 -0.021515 -0.021515 -0.023193 -0.020447 -0.019226 -0.025635 -0.034637 -0.031891 -0.028534 -0.02655 -0.020905 -0.0177 -0.011597,0
0.008698 0.180359 0.653229 1.646881 2.658691 3.048706 3.452911 3.215485 1.621399 -0.55603 -2.594604 -3.26828 -3.335876 -3.304596 -2.493134 -1.41861 -0.748749 -0.375671 -0.195312 -0.10788 -0.081024,1
-0.08728 -0.083618 -0.074005 -0.064087 -0.042267 -0.020752 -0.008392 0.002441 0.006256 0.000763 0.001068 0.001221 -0.004578 -0.001526 0.007477 0.016327 0.018616 0.019531 0.019531 0.026093 0.021667 0.00473 -0.015564 -0.018311 -0.020599 -0.030823 -0.040588 -0.040283 -0.029907 -0.010986 -0.007629 -0.005493 -0.001526 0.000153 -0.00061 0.00412 0.009308 0.009613,0
0.005646 0.030975 0.046539 0.055389 0.052643 0.021667 -0.011444 -0.041504 -0.066833 -0.07309 -0.068512 -0.052948 -0.027161 -0.018005 -0.008545 -0.001526 0.010834 0.012207 0.009766 0.007629 0.005493 -0.001984 0.002594 0.0177 0.028076 0.006256 -0.027618 -0.046844 -0.046082 -0.040588 -0.028076 -0.008545 -0.011444 -0.007935 -0.015717 -0.01297 -0.001831 0.00061 0.007935 0.005493 -0.015564 -0.032196 -0.048981 -0.045166 -0.039368 -0.024567 -0.015259 -0.001373,0
0.066223 0.254517 0.638428 0.966644 1.0849 1.197662 0.933228 0.210876 -0.595093 -1.113586 -1.184082 -1.187439 -1.043854 -0.591736 -0.272064 -0.090179 -0.026245 -0.005493,1
0.002441 0.011597 0.011444 0.010529 -0.003204 -0.00412 -0.007324 -0.009308 0.000153 0.012207 0.020599 0.006866 -0.013275 -0.027924,0
-0.030365 -0.054779 -0.057831 -0.044708 -0.030518 0.006866 0.037384 0.045776 0.019989 -0.02182 -0.067902 -0.083771 -0.075226 -0.057831 -0.034637 -0.016022 -0.016632 -0.022278 -0.029297 -0.028534 -0.026093 -0.010834 0.001068 0.00412 -0.004883 -0.004425 -0.011749 -0.019073 -0.022583 -0.024719 -0.023804 -0.029297 -0.03418 -0.027161 -0.018463 -0.005646 -0.002899 0.003052 0.00061 -0.011749 -0.020905 -0.031738 -0.038605 -0.044403 -0.039215 -0.032806 -0.016632 0.003662 0.023346 0.026093 0.007172 -0.016479 -0.041046 -0.071564 -0.085449 -0.092163 -0.089264 -0.060883 -0.038605 -0.024719 -0.02121 -0.023041 -0.026398 -0.026093 -0.020447 -0.019379 -0.016785 -0.009003 0.013275 0.041199 0.061798 0.059509 0.041199 0.019531 -0.00473 -0.033875 -0.054779 -0.07309 -0.079041 -0.071564 -0.060425 -0.051422 -0.005188,0
0.142822 0.443878 0.843964 0.930634 0.869904 0.706177 0.336609 -0.153809 -0.553894 -0.831757 -1.037903 -1.145935 -0.860596 -0.462799 -0.205841 -0.072479 -0.02533 -0.017395,1
-0.024567 -0.023193 -0.026855 -0.022888 -0.021362 -0.014954 -0.012054 -0.013885 -0.020599 -0.025635 -0.02594 -0.028076 -0.026093 -0.02533 -0.020294 -0.021667 -0.015106 -0.011139 -0.014038 -0.008698 -0.015411 -0.020905 -0.015717 -0.013275,0
0.025635 0.322266 1.118774 2.483063 3.342438 3.578491 3.185272 1.575165 -0.435028 -2.401276 -3.174133 -3.345642 -2.78656 -1.346893 -0.028076 -1e-05,1
0.0,0
0.0,0
0.003662 0.007935 0.011292 0.007172 0.001068 0.005951 0.005035 0.006866 0.003662 0.010071 0.016022 0.019226 0.016327 0.005646 0.004578 0.006866 0.007019 0.008698 0.006714 0.012817 0.013275 0.013885 0.011749 0.009003 0.004425 0.005951 0.003662 0.00412 0.0 -0.003967 -0.004425 -0.00946 -0.004578 -0.005341 -0.006256 -0.00412 -0.003815 -0.004272 -0.004272 -0.007019 -0.01297 -0.008392 -0.004425 -0.006714 -0.007324 -0.005188 -0.005188 -0.003815 -0.005341 -0.002747 -0.006409 -0.002747 -0.005646 -0.00412 -0.011292 -0.010071 -0.00473 -0.00946 -0.011597 -0.015869 -0.01358 -0.014801 -0.011292 -0.018005 -0.018616 -0.014648 -0.010529 -0.00351 -0.002747 -0.009613 -0.01297 -0.016327 -0.014801 -0.010834 -0.009308 0.011597 0.034332 0.045471 0.045624 0.034027 0.022278 -0.003204 -0.026398 -0.05249 -0.071716 -0.082703 -0.089569 -0.078735 -0.055847 -0.033112 -0.022736 -0.026703 -0.021057 -0.026855 -0.02655 -0.023804 -0.025635 -0.02533 -0.020599 -0.023651 -0.020142 -0.022888 -0.018158 -0.024719 -0.032043 -0.03067 -0.027771 -0.028076 -0.024109 -0.026703 -0.028076 -0.023346 -0.017395 -0.011444 -0.009766 -0.005798 -0.019073 -0.027771 -0.031281 -0.028992 -0.023651 -0.014954 -0.013733 -0.012054 -0.018768 -0.025024 -0.026703 -0.027618 -0.025177 -0.027008 -0.023193 -0.019989 -0.019684 -0.019379 -0.014191 -0.007019 -0.007019 -0.010986 -0.012665 -0.025635 -0.039673 -0.035706 -0.034637 -0.031738 -0.030212 -0.027313 -0.034027 -0.032654 -0.027008 -0.018311 -0.000153 0.019073 0.019379 0.011292 -0.018158 -0.045166 -0.04776 -0.053253 -0.049438 -0.03479 -0.021973 -0.015717 -0.007019 -0.006256 -0.004425 -0.014343 -0.02182 -0.032501 -0.035248 -0.03418 -0.041351 -0.037231,0
0.00061 0.115204 0.363922 0.678101 0.900574 0.972748 0.767212 0.28656 -0.274048 -0.74707 -1.00174 -1.040649 -0.871429 -0.529175 -0.254669 -0.094757 -0.036621 -0.018463 -0.015106 -0.008392,1
-0.0177 -0.019226 -0.023193 -0.018463 -0.022278 -0.016632 -0.016785 -0.013885 -0.003204 0.002136 0.015259 0.019989 0.009613 -0.008698 -0.024414 -0.044098 -0.052948 -0.056305 -0.044556 -0.027161 -0.010071,0
0.010834 0.061188 0.177917 0.408936 0.8078 1.069183 1.067047 0.995026 0.682526 0.124512 -0.416718 -0.93277 -1.155853 -1.131287 -1.032715 -0.749207 -0.399933 -0.174866 -0.057983 -0.023804 -0.010986 -0.006409,1
-0.006866 -0.005951 -0.011749 -0.017853 -0.015869 -0.013428 -0.014954 -0.019989 -0.023041 -0.020905 -0.02121 -0.02243 -0.014191 -0.009613 -0.009155 -0.007935 -0.002747 0.002441 0.000153 -0.005341 -0.009613 -0.02533 -0.031433 -0.032959 -0.031738 -0.028229 -0.023499 -0.011444 -0.012512 -0.011444 -0.013123 -0.018463 -0.016785 -0.017395 -0.022888 -0.024872 -0.024109 -0.022278 -0.020599 -0.020752 -0.024261 -0.027466 -0.02655 -0.031738 -0.026245 -0.023499 -0.018311 -0.019684 -0.026093 -0.02121 -0.014801 -0.015869 -0.007019 0.010071 0.035706 0.054474 0.053253 0.030518 0.000916 -0.038605 -0.071411 -0.091248 -0.097656 -0.088043 -0.060577 -0.034637 -0.025787 -0.023193 -0.022125 -0.02121 -0.022583 -0.028839 -0.027771 -0.025024 -0.023499 -0.023956 -0.021362 -0.014038 -0.008545 -0.010071 -0.012817 -0.014038 -0.024872 -0.02182 -0.025177 -0.019989 -0.009766 -0.000153 0.00351 -0.007324 -0.02182 -0.028229 -0.0383 -0.05661 -0.057068 -0.059052 -0.051117 -0.040131 -0.029144 -0.023193 -0.025635 -0.02121 -0.01709 -0.018921 -0.016937 -0.01709 -0.021362 -0.024872 -0.026703,0
0.03006 0.12558 0.289154 0.472107 0.4776 0.383911 0.251007 0.095367,0
-0.019073 0.009308 0.019226 0.0177 0.015717 0.007477 -0.005798 -0.008545 -0.009308 -0.002441 0.015106 0.027466 0.036011 0.039215 0.023193 0.012512 0.003052 -0.004883 -0.011139 -0.006866 0.000305 0.006256 0.003662 -0.001678 0.004272 0.007782 0.015869 0.004425 -0.011292 -0.031281 -0.036011 -0.0383 -0.033722 -0.027771 -0.019989 -0.003204 0.006714 -0.001678 -0.005341 -0.002899 -0.006104 -0.005951 0.006104 0.00885 0.006866 0.006714 -0.005951 -0.002899,0
0.05249 0.244904 0.665741 1.277618 1.51123 1.608887 1.57135 0.827026 -0.220642 -1.139832 -1.690216 -1.703949 -1.714325 -1.303101 -0.706024 -0.302887 -0.09201 -0.020752 -0.006561,1
0.003967 0.018158 0.041504 0.047607 0.066986 0.08316 0.114899 0.140228 0.135956 0.136566,0
-0.448151 -0.541229 -0.623169 -0.564423 -0.37796 -0.196838 -0.078583 -0.028534 -0.021973 -0.023193 -0.023956 -0.014343 -0.007629 0.005035 0.005951 0.005951 -0.00061 -0.010681 -0.011139 -0.014191 -0.006866 -0.001831 0.007172 0.01236 0.010834 0.014648 0.012207 0.023651 0.014648 0.021057 0.007935 -0.000458 -0.005035 -0.009613 -0.003204 -0.003662 -0.00061 0.005188 0.001373 -0.003815 0.001526 -0.001984 0.005951 0.008545 0.013733 0.023651 0.022278 0.02121 0.005188 -0.006561 -0.019989 -0.027313 -0.028076 -0.019836 -0.007629 0.006409 0.014496 0.010986 -0.00061 -0.00061 -0.006409 -0.007477 -0.002441 -0.005035 -0.003052 -0.007935 -0.010681 -0.014038 -0.021667 -0.019989 -0.013123 -0.012817 -0.017395 -0.010834 -0.007629 -0.014954 -0.002136 -0.006561 -0.006561 -0.01297 -0.011139 -0.008392 -0.006104 -0.00351 0.008087 0.006256 0.003815 0.003967 0.006409 0.003204 0.001373 -0.000458 0.001068 0.002899 0.000305 0.000458 0.004578 0.006256 -0.000458 -0.006104 -0.00824 -0.014648 -0.018158 -0.00824 0.020294 0.051575 0.06897 0.068665 0.062561 0.037231 -0.001068 -0.042419 -0.066376 -0.078888 -0.08194 -0.077972 -0.063324 -0.04303 -0.03006 -0.027618 -0.025787 -0.02655 -0.019684 -0.012054 -0.015564 -0.012207 -0.001831 0.002441 0.002289 -0.001831 0.002289 -0.002899 0.000153 -0.00473 -0.001068 -0.000153 -0.009155 -0.00473 -0.002136 0.003357 0.015411 0.041046 0.059967 0.079803 0.067444 0.0354 -0.019379 -0.085297 -0.117493 -0.127869 -0.118561 -0.085297 -0.044556 -0.025177 -0.016022 -0.0177 -0.016937 -0.010071 -0.008545 -0.009613 -0.010223 -0.019073 -0.023804 -0.028534 -0.033722 -0.036774 -0.035095 -0.036163 -0.03006 -0.029755 -0.031128 -0.025024 -0.018921 -0.019989 -0.020752 -0.014496 -0.008392 -0.012817 -0.012817 -0.00824 -0.006409 -0.013275 -0.007629 -0.013733 -0.011902 -0.02655 -0.03006 -0.037231 -0.037384 -0.036621 -0.029602 -0.022888 -0.015869 -0.012054 -0.003052 -0.007935 -0.005646 -0.001984 0.006409 0.002136 0.000153 -0.010834 -0.020294 -0.029602 -0.025177 -0.030823 -0.027161 -0.033112 -0.032349 -0.024109 -0.014954 -0.003967 0.001221 0.0 -0.003815 -0.003662 -0.007629 -0.016937 -0.025024 -0.032501 -0.036621 -0.040588 -0.037537 -0.029602,0
-0.005951 -0.007477 -0.001678 0.000458 -0.00351 -0.007172 -0.020599 -0.022583 -0.027771 -0.038605 -0.036011 -0.026703 -0.023651 -0.018616 -0.017242 -0.021057 -0.012817 -0.022736 -0.022278 -0.021057 -0.018311 -0.016785 -0.015564 -0.018005 -0.027771 -0.028839 -0.023193 -0.021057 -0.016022 -0.013275 -0.018768 -0.020142 -0.023193 -0.017548 -0.013885 -0.015106,0
0.0,0
1e-05 0.116272 0.442352 0.796661 0.982361 0.962219 0.699921 0.22644 -0.28183 -0.713806 -0.956421 -0.961456 -0.782318 -0.500641 -0.23941 -0.081482 -0.018311 -0.006866,1
-0.009766 -0.015717 -0.020447 -0.019379 -0.018463 -0.016479 -0.015869 -0.006561 -0.004578 -0.007324 -0.006256 -0.011749 -0.015564 -0.01358 -0.019226 -0.014038 -0.010071 -0.015717 -0.01709 -0.008545 -0.007629 -0.002136 -0.005798 -0.000916 -0.006256 -0.003815 -0.008087 -0.008087 -0.003967 0.006409 0.009766 0.009613 0.009308 0.000458 -0.004883 -0.018616 -0.023804 -0.03067 -0.026703 -0.018311,0
0.016632 0.156403 0.440216 0.804138 1.077118 1.140137 0.916901 0.386963 -0.257721 -0.7901 -1.117859 -1.185303 -1.016235 -0.65979 -0.326233 -0.077515,1
0.044403 0.068665 0.05249 0.027313 -0.003052 -0.03479 -0.067749 -0.089569 -0.085754 -0.071259 -0.071869 -0.073547 -0.053101 -0.027924 -0.011597 -0.006561 -0.004578 -0.001831 -0.005341 -0.009155 -0.012054 -0.007782 -0.007477 -0.015869 -0.011597 -0.007172,0
0.035858 0.20752 0.565948 1.005554 1.280518 1.272125 0.89798 0.160675 -0.589294 -1.114197 -1.349182 -1.268158 -0.954132 -0.516968 -0.219727 -0.062103 -1e-05,1
0.0,0
1e-05 0.067291 0.313568 0.765381 1.177826 1.306305 1.18576 0.670013 -0.041656 -0.717316 -1.171265 -1.278687 -1.19278 -0.500336 -1e-05,1
0.0,0
1e-05 0.280304 0.921783 1.102448 0.964966 0.667419 0.273132 -0.159912 -0.547638 -0.87616 -1.125183 -1.195526 -0.898132 -0.401917,1
0.088654 0.418091 0.519104 0.444031 0.246124 -0.009613 -0.26062,0
-0.006714 -0.00824 -0.009155 -0.012512 -0.007477 -0.007629 -0.012665 -0.020599 -0.020294 -0.028839 -0.025177 -0.023346 -0.022888 -0.024261 -0.019073 -0.01358,0
0.022888 0.024414 0.036621 0.038147 0.037231 0.030518 0.028839 0.019073 0.00824 -0.008698 -0.016174 -0.016174 -0.011597 -0.010376 -0.019531 -0.024872 -0.028076 -0.035553 -0.037079 -0.029907 -0.028229 -0.023499 -0.019073 -0.011902 -0.009613 -0.006104 0.00061 0.02243 0.05188 0.074005 0.091553 0.094452 0.075378 0.03067 -0.014954 -0.056152 -0.091553 -0.11261 -0.124054 -0.111694 -0.074768 -0.050659 -0.033875 -0.023041 -0.013885 0.004883 0.022278 0.027466 0.0354 0.049286 0.043945 0.010834 -0.014191 -0.033569 -0.045013 -0.061798 -0.060883 -0.048218 -0.033264 -0.018921 -0.013885 -0.010681 -0.007782 -0.005341 -0.000916 0.002441 0.005035 0.009766 0.004425 -0.007477 -0.034943 -0.055389 -0.05661 -0.048981 -0.026703 -0.009308 0.00412 0.001526 0.00412 -0.000153 -0.006561 -0.011597 -0.024567 -0.026855 -0.025482 -0.019073 -0.018616 -0.005493 -0.003204 -0.00412 -0.015106 -0.015869 -0.018158 -0.02655 -0.026703 -0.017853 -0.014954 -0.014801 -0.00885 -0.011597 -0.007629 -0.004578 -0.007935 -0.010681 -0.012817 -0.014038 -0.018463 -0.011902 -0.006866 -0.005646 0.001831 0.001526 0.01358 0.016479 0.011749,0
0.005798 0.027771 0.175781 0.51178 1.116028 1.491699 1.673126 1.732788 1.126251 0.041504 -0.985718 -1.584778 -1.675415 -1.660309 -1.232758 -0.683899 -0.362854 -0.215149 -0.160522 -0.108185 -0.056152 -0.025787 -0.00885 -0.003357 -1e-05,1
0.0,0
0.0,0
-0.019684 -0.009155 -0.012665 -0.010071 -0.000305 -0.004425 -0.008392 -0.008545 -0.007324 -0.004578 -0.008698 -0.018616 -0.015717 -0.017853 -0.024567 -0.022736 -0.014496,0
0.003357 0.101776 0.347748 0.698547 0.990295 1.133575 1.110077 0.930176 0.629425 0.221405 -0.089111 -0.366364 -0.649719 -0.875092 -1.094971 -1.175079 -1.079407 -0.84671 -0.501404 -0.232697 -0.088654 -0.030975 -0.015411 -0.001068,1
0.003967 0.006256 0.014801 0.020599 0.015259 0.012207 -0.000153 -0.006409,0
-0.004425 -0.002441 0.002594 -0.000763 0.000458 -0.003052 -0.001526 -0.005798 -0.007324 -0.001068 -0.003357 -0.006409 -0.001373 -0.000763 0.002441 -0.001068 0.001526 0.002747 0.005951 0.005188 0.002899 -0.004883 -0.011292 -0.010071 0.00061 0.014954 0.034027 0.043182 0.045166 0.031128 0.009003 -0.020142 -0.036926 -0.046234 -0.050354 -0.043488 -0.038147 -0.029449 -0.025482 -0.028992 -0.028076 -0.022888 -0.027161 -0.023499 -0.018921 -0.010376 -0.009155 -0.004578 -0.002289 -0.01297 -0.014343 -0.016327 -0.014954 -0.017853 -0.014648 -0.001068,0
0.079498 0.289612 0.67688 0.952759 0.894775 0.707397 0.404358 0.014801 -0.35675 -0.638733 -0.847168 -1.004486 -0.848541 -0.49881 -0.24353 -0.098114 -0.052643 -0.028687 -0.023499 -0.008087,1
0.001984 0.018158 0.01709 0.012207 0.004578 -0.013275 -0.027008 -0.033569 -0.035095 -0.026703 -0.021057 -0.01236 -0.005798 -0.005646,0
0.023956 0.122375 0.363464 0.696716 0.939331 1.045074 0.963898 0.615234 0.053406 -0.448456 -0.811615 -1.034088 -1.035461 -0.810547 -0.52887 -0.334473 -0.21347 -0.133514 -0.082703 -0.049591 -0.026245 -0.014954 -0.007324 -0.003662,1
-0.011139 -0.010834 -0.007019 -0.01297 -0.005341 -0.000458 0.011597 0.010529 0.013275 0.013275 0.016327 0.014954 0.015717 0.003357 -0.004425 -0.020599 -0.030823 -0.018921 0.013733 0.019531 0.023346 0.002441 -0.021362 -0.023956 -0.023651 -0.003967 0.028992 0.047302 0.035095 -0.018005 -0.079346 -0.124817 -0.139465 -0.117798 -0.082703 -0.037689,0
0.025787 0.24826 0.824127 1.645966 2.118225 2.6297 3.599854 4.999847 4.999847 4.999847 4.999847 4.999847 -0.163879 -5.0 -5.0 -5.0 -5.0 -5.0 -3.892517 -1.696777 -0.65567 -0.266113 -0.077515,1
0.008698 0.044708 0.06073 0.071716 0.072327 0.077667 0.068817 0.063629 0.053101,0
0.041809 0.04364 0.107574 0.404663 1.152039 2.141571 2.679749 2.813263 2.16507 0.488281 -0.95993 -1.814575 -2.127228 -2.091675 -1.484833 -0.997772 -0.631104 -0.511322 -0.441895 -0.355988 -0.216522 -0.085754 -0.021667 -0.011597 -0.001678,1
0.014343 0.025024 0.037231 0.046997 0.04715 0.040588 0.036469 0.036621 0.036011 0.03479 0.038605 0.046844 0.048065 0.045929 0.043793 0.050354 0.04837 0.04776 0.045471 0.043488 0.042877 0.044098 0.044556 0.049744 0.057831 0.051575 0.054626 0.049896 0.045929 0.040588 0.036926 0.039368 0.031281 0.024872 0.025024 0.019684 0.015106 0.019684 0.02655 0.039062 0.0383 0.047913 0.051575 0.043793 0.026703 0.012665 0.001068 -0.003662 0.004272 0.007629 0.006256 0.014648 0.016479,0
0.00824 0.008545 0.007172 0.009003 -0.002441 -0.00351 -0.009003 -0.022583 -0.024414 -0.033264 -0.040283 -0.046234 -0.04425 -0.044403 -0.048676 -0.038452 -0.031433 -0.024109 -0.02594 -0.032196 -0.031891 -0.031738 -0.035858 -0.041504 -0.04364 -0.04303 -0.038757 -0.042114 -0.046082 -0.046539 -0.040741 -0.033112 -0.034943 -0.032349 -0.0383 -0.037079 -0.019226 -0.022736 -0.023651 -0.020905 -0.017853,0
0.008545 0.07019 0.180054 0.399017 0.818939 1.192169 1.25 1.033783 0.380096 -0.403442 -1.065369 -1.361847 -1.318359 -1.18454 -0.564423 -0.271301 -0.137787 -0.075531 -0.040588 -0.012817,1
0.001678 0.012207 0.016632 0.003662 -0.011292 -0.033264 -0.046844 -0.048676 -0.045624 -0.03067 -0.022888 -0.015564 -0.013885 -0.014191 -0.014038 -0.015106 -0.016785 -0.013885 -0.001526 0.003204 0.00351 0.018311 0.040283 0.038452 0.036011 0.026855 0.008698 -0.01358 -0.031128 -0.040588 -0.054321 -0.062256 -0.048218 -0.029907 -0.01297 0.016785 0.059967 0.077209 0.074615 0.045319 -0.014801 -0.08255 -0.135651 -0.146484 -0.142517 -0.119019 -0.072937 -0.035248 -0.020905 -0.006714 0.009155 0.041504 0.058899 0.051422 0.028381 -0.018311 -0.071716 -0.103607 -0.121155 -0.117645 -0.084229 -0.04425 -0.027008 -0.018311 -0.015564 -0.001831 0.008698 0.018921 0.019073 0.015259 0.024719 0.017548 0.005798 0.004578 -0.00351 -0.011749 -0.033569 -0.05249 -0.076599 -0.092621 -0.085449 -0.066528 -0.045776 -0.035706 -0.028992 -0.027466 -0.024414 -0.026245 -0.033569 -0.0383 -0.036163 -0.036316 -0.035095 -0.035706 -0.044556 -0.035706 -0.027466 -0.028229 -0.02655 -0.019531 -0.016937 -0.010834 0.000305 0.003052 0.003967 0.00946 -0.009918 -0.018616 -0.037231 -0.054779 -0.054321 -0.055695 -0.05661 -0.047913 -0.0354 -0.03418 -0.021973 -0.021667 -0.02655 -0.026245 -0.03418 -0.023804 -0.018768 -0.006714,0
0.0,0
1e-05 0.00885 0.155792 0.475311 1.000519 1.284485 1.31134 1.208038 0.697327 -0.015717 -0.702362 -1.174316 -1.394958 -1.320343 -1.193237 -0.656281 -0.289764 -0.010986 -1e-05,1
0.0,0
-0.041199 -0.036774 -0.028229 -0.015411 -0.007172 -0.001831 0.002594 0.002441 0.000153 -0.003357 -0.017853 -0.023956 -0.037231 -0.043335 -0.040894 -0.023804 -0.020142 -0.009613 -0.010834 -0.009308 -0.006104 -0.006714 0.000153 0.005493 0.003204 -0.000763 0.001831 -0.007935 -0.01709 -0.019226 -0.026245 -0.031128 -0.034027 -0.023651 -0.019531 -0.014038 -0.023499 -0.016785 -0.014038 0.001373 0.00885 0.00412 0.001831 0.006409 -0.002899 -0.0177 -0.025635 -0.034637 -0.040131 -0.042725 -0.054474 -0.044556 -0.043793 -0.043945 -0.037079 -0.02655 -0.026855 -0.019226 -0.026093 -0.021667 -0.022736 -0.025482 -0.022583 -0.016632 -0.022278 -0.016174 -0.019073 -0.020294 -0.022125 -0.01709 -0.02121 -0.021362 -0.022736 -0.001678 0.027161 0.042572 0.046387 0.023193 -0.013885 -0.055389 -0.088654 -0.101471 -0.089417 -0.063782 -0.05188 -0.044403 -0.032501 -0.026245 -0.022583 -0.018463 -0.014191 -0.010071 -0.009308 -0.003815 -0.004272 -0.006561 -0.0177 -0.025787 -0.033875 -0.037994 -0.039062 -0.015869 0.000305 0.005951 0.012512 0.009918 0.004425 -0.00473 -0.018768 -0.032806 -0.033569 -0.041351 -0.053711 -0.056458 -0.05127 -0.053253 -0.045166 -0.04715 -0.0383 -0.031738 -0.015411,0
0.044861 0.195007 0.466919 0.770569 0.9021 0.879211 0.684357 0.265503 -0.225067 -0.581818 -0.81131 -0.900421 -0.773468 -0.566559 -0.424194 -0.318756 -0.203857 -0.117798 -0.056 -0.031128 -0.020752 -0.011749,1
0.00412 0.017853 0.024109 0.015106 -0.006104 -0.032043 -0.052032 -0.062103 -0.066223 -0.056305 -0.04364 -0.033417 -0.013428,0
0.081329 0.289307 0.665283 0.825653 0.760193 0.585937 0.364075 0.191956 0.165558 0.056305 -0.043488 -0.056152 -0.262909 -0.639038 -0.856781 -0.887909 -0.880585 -0.733948 -0.414276 -0.183563 -0.062103 -0.019531 -0.010071 -0.006561,1
0.000153 0.012817 0.031738 0.035706 0.037231 0.001678 -0.041199 -0.079956 -0.089111 -0.079803 -0.064392 -0.026093 0.001068 0.004883,0
0.029755 0.106964 0.253143 0.392914 0.441895 0.417786,0
0.000916 -0.004425 0.001373 -0.00473 -0.00351 0.002899 0.00412 0.006409 0.005798 0.009613 0.013275 0.019836 0.023346 0.02243 0.022583 0.010681 0.001984 -0.009766 -0.008392 -0.015717 -0.015411 -0.004883 -0.010376 -0.007172 -0.00351 -0.003815 -0.000153 -0.001831 -0.003662 -0.006104 -0.001526,0
0.066071 0.005341 -0.194855 -0.388794 -0.534821 -0.590057 -0.508575 -0.376129 -0.253906 -0.145874 -0.073395 -0.030518 -0.015717 -0.003204 -0.003815 -0.00351,0
0.311127 0.183868 0.042725 -0.099182 -0.231476 -0.34256 -0.431366 -0.437622 -0.319214 -0.174408 -0.064392 -0.009918 0.017853 0.025635 0.023956 0.016174 0.012512 -0.005035 -0.010986 -0.007629 -0.008698 -0.002136 0.006256 0.01358 0.007019 0.006714 0.001221 -0.004425 -0.008392 -0.005188 0.002594 0.007477 0.017548 0.016479 0.005951 0.00946 0.012054 0.008545 0.008087 0.016022 0.01236 0.012817 0.016174 0.015717 0.016479 0.011292 0.005951 0.011597 0.010529 0.00412 0.004425 0.005035 0.009155 0.011444 0.00946 0.010376 0.002136 0.002594 0.000763 0.004272 0.012665 0.023804 0.025177 0.032654 0.027008 0.021667 0.013275 0.003967 -0.001373 -0.002289 0.003662 0.001831 0.008087 0.010834 0.015869 0.016937 0.01297 0.002441 0.002289 -0.007172 -0.00473 -0.007629 -0.00412 -0.001831 -0.002136 -0.000305 -0.002441,0
0.009003 0.028229 0.117798 0.315094 0.632782 0.913391 1.031342 0.934601 0.619354 0.16983 -0.307617 -0.750732 -1.02066 -1.047668 -0.897675 -0.596771 -0.316925 -0.140991 -0.054474 -0.00946,1
